post_id,created_at,user_name,text,qwen_label
5158250539123328,Tue Apr 22 15:17:07 +0800 2025,是beier小仙女啊,听了岩中花述张春的讲述，买了她写的书《一生里的某一刻》。她写到她的朋友Mona 举重若轻，没有思绪就是做。对于我这个几乎80%的精力都用在了思绪上的人来说，好羡慕Mona 这个能力，或者说内心里有另一个我其实也是这样的人，但是我过于畏手畏脚一直不敢把她放出来。希望今后我也可以不要想那么多，而 ...全文,其他
5158201650843260,Tue Apr 22 12:02:51 +0800 2025,晶报,#深圳东部景区五一起实施预约通行#【注意！“五一”起，深圳东部景区实施预约通行】关于在东部景区道路实施预约通行交通管理措施的通告为保障道路交通整体的安全、有序、畅通，根据《中华人民共和国道路交通安全法》第三十九条之规定，我局将于2025年5月1日至10月8日期间，在东部景区（梅沙片区、大 ...全文,公告
5156814794785450,Fri Apr 18 16:11:59 +0800 2025,一只大希,请的育儿嫂我都不用她们做太多家务，一是我知道带娃要很集中精力，时间也很紧凑，没办法把卫生搞得很干净。二是家里本来就有搞卫生的钟点阿姨。我们家不脏，面积也不大，这个阿姨我让她每周来两次，每次三个小时，负责全屋无死角的卫生，其实完全足够了。她是我入住后第一个请的清洁阿姨，也从来没 ...全文,其他
5156763256226883,Fri Apr 18 12:47:11 +0800 2025,新疆日报,#你好乌鲁木齐天山国际机场#戳图↓↓领取乌鲁木齐国际机场北航站区乘机攻略（图/新疆广播电视台）#再见乌鲁木齐T1T2T3#,其他
5156410216677714,Thu Apr 17 13:24:20 +0800 2025,用户6380489905,文科的苦日子还在后面。文科就业出了问题，导致大学专业的衰落，但这只是表象，背后是文化，分配，伦理的大滑坡你发现没？现在满大街跑的无人出租车，方向盘后面空荡荡的，可谁见过公开讨论这玩意儿撞了人该谁赔？去年深圳萝卜快车出事故，全网吵了三天三夜，结果你猜怎么着？三页A4纸的《责任认定白 ...全文,其他
5156019354993527,Wed Apr 16 11:31:11 +0800 2025,大梦-LICHAN,没想到2025年还能看到这么感人的好人好事啊！前几天有一个全网寻人都帖子火了，就是有一个博主，爬山受伤了，而且伤的很严重，然后打车去医院还遇到了晚高峰。危急时刻，出租车当即像巡逻的铁骑求救，然后他们两个人一个开道一个负责开车，最后把人送到医院去了。最关键是，这个出租车师傅连车 ...全文,正面反馈
5149851073119453,Sun Mar 30 11:00:38 +0800 2025,onexhzxq,#bnd粉丝泰国遇难#在泰国的粉丝们注意‼️1.不要挂追星小卡相册，他们现在专挑这种人抓和拐卖2.带有七片叶子的，不要喝，不要进，不要买。任何相关场所，便利店以及食物都不要碰。🌿3.警惕除同担外会说中文的4.尽量换现金5.尽量留在市中心6.出行❗️尽量打grab不要拦出租车。有车的情况下，不 ...全文,其他
5149671802803081,Sat Mar 29 23:08:17 +0800 2025,第七进化日,BOYNEXTDOOR组合⚠️iPhone省电指南➕香港入境大陆的部分指南（含高铁站/大陆高铁充电指南）➕港澳/广东口岸停留指南➕香港的士/巴士/八达通指南➕香港支付/预定指南⚠️女孩们，如果觉得手机耗电很快的话，可能也是泰国太热手机难以散热的原因，处于安全地带的话可以把手机壳摘下来散热， ...全文,其他
5148443739685757,Wed Mar 26 13:48:24 +0800 2025,苏汶涛,#比怒水西流更残酷的是真实案件#电影《怒水西流》太敢拍了！可以从电影里真切地看到那些我们身边潜藏的危险：熟人背后作案、深夜尾随独行女性、超雄无端暴戾行凶、冷眼旁观漠视犯罪行为发生......这些触目惊心的罪恶行径，隔着屏幕都能感受到后背发凉。女性的安全问题从来都不是空口号，而是需要被大 ...全文,其他
5147676908458548,Mon Mar 24 11:01:17 +0800 2025,Danni小路,#二手烟致肺癌发病风险增20%以上#终于有空把首页上各位大V吵了一天的杭州餐厅抽烟事件整明白了：姑娘去烧烤店吃饭有两名男子抽烟，她连续请了两名服务员阻止，对方不听表示闻不了烟味干嘛出来吃饭？并且表示别人也在抽。她于是拍了店里情况打算举报到12345。此时店里七八个男性都开始一起围攻姑娘 ...全文,投诉
5151029492187630,Wed Apr 02 17:03:15 +0800 2025,栀子橘子汽水味,我哥娶了广东女孩，到家后，嫂子换了衣服，我就知道我们家有福了我妈做梦也没想到我哥竟然找了个广东女孩。我们家就我和哥哥两个孩子，哥读了书，毕业后就去了深圳。临去前，父亲千叮咛万嘱咐：“磊啊，去了好好工作，早点领回来一个女朋友。”母亲在后面紧赶慢赶，在村口撵上了我哥：“小磊 ...全文,其他
5150889539276981,Wed Apr 02 07:47:08 +0800 2025,醍醐守正君,我国发展狂飙40年，但某些人的抱怨声为何不断？#做堂堂正正的中国人##热点观点#醍醐守正君的微博视频,其他
5149859767648415,Sun Mar 30 11:35:10 +0800 2025,祎昤昤,#韩粉呼吁取消门童中国香港演唱会#💎克拉（虽然背刺但是还是希望能平安回家）1.不要挂追星小卡相册，他们现在专挑这种人抓。拐卖2.带有七片叶子的，不要喝，不要进，不要买。任何相关场所，便利店以及食物都不要碰。🌿3.警惕除同担外会说中文的4.尽量换现金5.尽量留在市中心6.出行❗️尽量 ...全文,其他
5149724593095037,Sun Mar 30 02:38:03 +0800 2025,Rebirth-from-Nirvana-鞠婧祎,这无关我的粉籍，我是个人发的此信息   希望豌豆公主们安全回来1.不要挂追星小卡相册，他们现在专挑这种人抓。拐卖2.带有七片叶子的，不要喝，不要进，不要买。任何相关场所，便利店以及食物都不要碰。3.警惕除同担外会说中文的4.尽量换现金5.尽量留在市中心6.出行❗️尽量打grab不要拦 ...全文,其他
5149135364686830,Fri Mar 28 11:36:40 +0800 2025,贵港市文化广电体育和旅游局,周末游八桂｜玉贵森林康养之旅#2025广西旅游年##一键游广西##活力夜广西#第一天：贵港•上午：抵达贵港后，前往北帝山旅游区。这里有“广西张家界”的美誉，峰林竞秀，云雾缭绕。乘坐观光缆车，俯瞰独特的喀斯特地貌。还能观看高空走钢丝表演，挑战悬空玻璃栈道，感受心跳加速的刺激。•中午：在 ...全文,其他
5155790168527809,Tue Apr 15 20:20:29 +0800 2025,小黑夜之睛,文科的苦日子还在后面。文科就业出了问题，导致大学专业的衰落，但这只是表象，背后是文化，分配，伦理的大滑坡你发现没？现在满大街跑的无人出租车，方向盘后面空荡荡的，可谁见过公开讨论这玩意儿撞了人该谁赔？去年深圳萝卜快车出事故，全网吵了三天三夜，结果你猜怎么着？三页A4纸的《责任认定白 ...全文,其他
5155773027714559,Tue Apr 15 19:12:22 +0800 2025,熊门三月,离杀青还有几天的时候我其实就开始难受了，只是理智占上风，让我误以为我没事。杀青结束，我的保护机制突然启动，令我进入一种神奇的状态（后被同担断定为解离）。这状态让我坐在回酒店的出租车上，看着窗外风景，突然就自言自语：“我究竟想从张颂文身上得到什么呢？”我不追求从他身上得到什么物理 ...全文,其他
5155054810302667,Sun Apr 13 19:38:26 +0800 2025,Navis-慢点评测,#哈啰回应顺风车司机高速开智驾睡觉#首先开智驾一定要看路，因为这是法规底线。但有一说一，顺风车不是出租车也不是网约车，所以平台不会去装摄像头，也没办法核实。但是现在很多真正的网约车，也有人开带智驾的新车在跑了，我上次在深圳就打到过好几个，甚至高速上如果我不去看屏幕，还确实不知 ...全文,投诉
5153942406697886,Thu Apr 10 17:58:08 +0800 2025,生草字幕组,日本记者：佩服中国，遥遥领先日本！日本记者在中国深圳体验最新的无人驾驶出租车，由丰田出资，目前已在美股上市的小马智行。/#大阪世博会中国馆#/#海外编译精选#/#春日放个疯#/生草字幕组的微博视频,其他
5104561955801211,Mon Nov 25 11:37:51 +0800 2024,广东广播电视台,#的哥捡到百万黄金主动归还失主#【#男子乘出租车遗落百万黄金#几近崩溃】近日，广东深圳。据乘客描述，他与朋友共同搭乘了徐师傅驾驶的出租车，由于下车时匆忙，不慎将一个装有2公斤重黄金的黑色塑料袋遗落在出租车上。联系上司机后师傅后，徐师傅很快他在后座脚垫中央位置发现了一个黑色塑料袋。打开 ...全文,正面反馈
5104121292260368,Sun Nov 24 06:26:49 +0800 2024,CrazyBasketball,冯骥这个演讲能力也太强了，比单纯的讲技术有意思多了CrazyBasketball的微博视频,其他
5102792781595453,Wed Nov 20 14:27:47 +0800 2024,比亚迪汽车,#比亚迪成立30周年#比亚迪第1000万辆新能源汽车车主腾势Z9首位车主冯骥 完整发言回顾共同用世界级品质，讲好中国故事比亚迪汽车的微博视频,正面反馈
5103079173395678,Thu Nov 21 09:25:48 +0800 2024,明晞十八,游戏科学创始人、黑神话悟空制作人冯骥在比亚迪三十周年上的演讲，他对比亚迪乃至整个国产车的认知的变化，应该跟大部分普通人一样吧？以前认为进口车最好，合资车次之，国产车最差，但是如今国产车已经站起来了。明晞十八的微博视频,其他
5102581779532995,Wed Nov 20 00:29:20 +0800 2024,城市汽车,比亚迪三十周年暨第1000万辆新能源汽车下线 冯骥发言城市汽车的微博视频,其他
5152878567620900,Mon Apr 07 19:30:48 +0800 2025,是你的夏小姐啦,昨天有个宝私信我二手烟的事（正好那天我写了三手烟的问题），说公司同事抽烟不胜其扰。正好刷到上海现在的公共场合的禁烟措施，力度好像有点大。遛狗是个人自由，但要栓绳；喝酒也是个人自由，但酒后不能开车；抽烟也是同理，不要在公共场所抽，在指定区域抽。我不抽烟，家里也没人抽，但也会在 ...全文,建议
5152862343266566,Mon Apr 07 18:26:20 +0800 2025,左耳快邮,我无话不谈的闺蜜，突然离世了。打下这些字的痛无法用语言描述。一个月前发生的事，我昨晚才知道。我们是同龄人，十几年前，20多岁的时候在深圳相识，认识后很快就成了无话不谈的好朋友，有聊不完的话题，每天在一起聊天一起笑，一起健身，一起熬夜八卦吃烧烤，抽烟，喝酒…喝醉了她会从出租车上扶 ...全文,其他
5152752323269527,Mon Apr 07 11:09:10 +0800 2025,小邱本人啊,#1.08亿新能源电池回收项目落户陕西#陕西千阳县近日引进总投资1.08亿元的新能源汽车废旧动力电池综合利用项目，由深圳州辉新能源科技有限公司投资建设。该项目规划占地22亩，分两期推进：一期投资6000万元，建设周期12个月，预计投产后年产值达2.1亿元，年税收贡献1436万元，带动就业200人。项目聚焦动 ...全文,其他
5152644848156788,Mon Apr 07 04:02:06 +0800 2025,ShainaNaNa,当回公主不容易呀！！生完孩子后第一次需要自己带脑子出门的旅程被自己蠢哭了到了高铁站发现自己没拿身份证和港澳通行证快发车了让丹丹带着一一先到西九龙等我等阳哥给我送了证件 重新买了虎门到深圳转西九龙的高铁 因为丹丹手机是电信卡在维护升级买不到境外流量 想的我给她开 ...全文,求助
5152576345736471,Sun Apr 06 23:29:54 +0800 2025,TEMjun7,最跌宕起伏颠沛流离的一天早上到下午三点沉浸在阳光沙滩海浪仙人掌的氛围中，下午四点后就很受情绪影响特别难过，右手抱着电脑左手拿着电话，在出租车上改图改代码。现在再回忆起来，还是很推荐来大梅沙玩的，景点不收费，工作日去人很少，玩玩水躺在沙滩上晒太阳很幸福。水不算特别漂亮，但也挺蓝， ...全文,正面反馈
5152398499647326,Sun Apr 06 11:43:12 +0800 2025,新闻日日睇,#假期最后1天#返程高峰到，夜间接驳服务时间延长！根据广州南站夜间列车到达情况，广州南汽车站客运服务延长至晚上22:00，站内网约出租车服务至23:00。#清明返程高峰路况#公交站场也为返程高峰作好准备，记者了解到，广州南站公交站场预计4月6日旅客发送及到达人数为1.2万人次。为及时疏导到站旅客 ...全文,其他
5152152327034224,Sat Apr 05 19:25:00 +0800 2025,rou團團,谁的老婆啊？rou團團的微博视频,其他
5102021953457358,Mon Nov 18 11:24:47 +0800 2024,赵宏民,#比亚迪第1000万辆车主是冯骥#11月18日，比亚迪第1000万辆新能源汽车，也是第一位腾势Z9车主，居然是游戏科学创始人、黑神话悟空制作人 冯骥。#腾势z9#赵宏民的微博视频,其他
5100299230909327,Wed Nov 13 17:19:18 +0800 2024,沙雕队长大明,#我迪朋友们##一路向前#沙雕队长大明的微博视频,其他
5098418307858511,Fri Nov 08 12:45:10 +0800 2024,高奔GoBig,想要看丝滑绕行？素材来了对铁包肉和肉包铁的策略自然不能一样#理想次世代端到端智能驾驶##理想 MEGA#高奔GoBig的微博视频,其他
5090887962464939,Fri Oct 18 18:02:17 +0800 2024,阿秦在香港,香港普通中产家庭去深圳一天要花多少钱？阿秦在香港的微博视频,其他
5084762071109977,Tue Oct 01 20:20:11 +0800 2024,执著的老宋,2024万亿产业的新风口？“低空经济”和我们有什么关系？#人人人人人你人人人人人##低空经济#执著的老宋的微博视频,其他
5130285008031442,Tue Feb 04 11:12:05 +0800 2025,一只米妮,快上班了吧？我都开始逛展了！路过凤凰城（Phoenix），很有名的城市，比较现代化，包括无人驾驶出租车、超市自动找钱机器（硬币和纸币分开的），有点像深圳的高新区。据说华人很多，暂住一晚，距离图森只需要一个半小时～美国·图森一只米妮的微博视频,其他
5129392321726613,Sun Feb 02 00:04:51 +0800 2025,铁哥互动,低空经济到来，普通人能否把握？#2025经济展望 #知识迎新年铁哥粉丝互动的微博视频,其他
5127718926550925,Tue Jan 28 09:15:23 +0800 2025,李戚i,卢克文分析巴西牛排eg事件，折射的社会真相，欧美犹撒人舆论长期抹黑中国安排公知女权殖人长期矮化中国，长期PUA导致女性种族自卑膜拜洋人，还有一个重点外国人超待遇给洋人锦上添花的机会！诞生大量eg#热门视频##微博跨域计划##巴西牛排##亲洋嘴#曾的多余的微博视频,其他
5124927401233556,Mon Jan 20 16:22:51 +0800 2025,赫连勃勃大王,这几天一直在东京，谈谈我的一点点小感受吧#东京旅行#日本·銀座赫连勃勃大王的微博视频,其他
5121436853469302,Sat Jan 11 01:12:39 +0800 2025,三蝶纪,收拾旧物翻到以前没报销的发票，现在都已经有一点历史感了……一个是出租车燃油附加费票，以前深圳还有“红的”油车的时候除了出租车票还有1-2元燃油附加费票，报销时都需要留着一起贴。后来“蓝的”BYD电动出租车全面取代“红的”以后就没这种票了。还有一个是公交车票，现在似乎也没了。,其他
5060772619093507,Sat Jul 27 15:34:40 +0800 2024,抓马刘翠花,小区车主：要死怎么还拉我们当垫背的#开车#抓马刘翠花的微博视频,投诉
5060843168862772,Sat Jul 27 20:15:00 +0800 2024,车若初见,车若初见深圳第一代电动出租车？车若初见的微博视频,其他
5056404188828369,Mon Jul 15 14:16:05 +0800 2024,汽车志,深圳比亚迪e6出租车🚕终于退役了啊这些车基本上都几十万公里数，简单粗暴，直接拉去报废厂，话说这货车超载超宽了吧？#比亚迪#汽车志的微博视频,举报
5055655394676991,Sat Jul 13 12:40:38 +0800 2024,格隆汇,Ai、资本及1000万司机的饭碗（上）格隆汇的微博视频,其他
5086477610649112,Sun Oct 06 13:57:07 +0800 2024,梦雅Myra,我最近这个月也是松弛感max了。月初从深圳去上海，提前一晚买的机票时看到航班延误了两小时，起飞时间是下午两点多，于是我自动按照四点多起飞来安排时间，结果两点到机场时已经结束托运了，我也没焦虑，就问咋办，最后是又买了一张票。昨天从旧金山回国，早上10:35起飞，我6:00起床还去健身房跑了 ...全文,其他
5084416349573525,Mon Sep 30 21:26:24 +0800 2024,第一现场,#深圳全城满眼中国红#你在凌晨见过“升旗”吗？这是中国人的浪漫，是信仰，也是信心。深圳第一现场的微博视频,正面反馈
5075621881318149,Fri Sep 06 15:00:20 +0800 2024,深圳商报,0元体验 无人驾驶......#无人驾驶##测评##深圳#深圳商报的微博视频,其他
5075529223112478,Fri Sep 06 08:52:08 +0800 2024,昆仑润滑,中国石油在粤首个光储充一体超充站投用  顾客可实现“一杯咖啡，满电出发”中国石油网消息（记者 齐莉莉 通讯员 耿洪涛 卢声）8月28日，最大功率达600千瓦的光储充一体超充站在深圳正式投用，提供“一秒一公里”“一杯咖啡，满电出发”的超充体验。这是中国石油构建福田超充网络的关键一步，也是 ...全文,其他
5073492956157270,Sat Aug 31 18:00:44 +0800 2024,vsta,深圳北空中的士起飞了，是哪位“少爷”呼叫飞的？#晒快乐挑战##超级红人节#vsta的微博视频,其他
5084071982273620,Sun Sep 29 22:38:01 +0800 2024,电影焦点,逆天！版本t0姐犯公主病，让辅警拎包！电影焦点的微博视频,其他
5083305428916215,Fri Sep 27 19:52:00 +0800 2024,好图收藏君,巴西人第一次来深圳，被中国科技震惊，老外：中国已经遥遥领先影视收藏君的微博视频,其他
5080408341612122,Thu Sep 19 20:00:01 +0800 2024,江卓尔_大号,昨晚深圳宝安国际机场的小仙女，打车不给钱，还骂人，还要保安小哥帮她拎包。最后警察帮她垫付，让小仙女走了这次鼓励的力度太大了，继续，加大力度，让更多的小仙女知道，打车后只要耍无赖，报警后警察就会帮你付钱，好事，好事奇葩的人天天都有，但母权力无下限地，...全文,投诉
5079192607130878,Mon Sep 16 11:29:07 +0800 2024,深夜无眠,网友：昨晚深圳宝安国际机场，遇到的仙女公主，打车不给钱，不知她这么做到的骂人又撒娇，还让保安小哥帮她拎包。深夜无眠的微博视频,投诉
5080047966749124,Wed Sep 18 20:08:00 +0800 2024,别致大视野,深圳宝安国际机场，司机告知乘客网约车便宜她不愿意，出租车打表到地点后女子嫌贵辱骂司机，赖在车上不走！司机报警后，女子居然还要求辅警替她拿包……更为奇葩的是最后警察居然帮她支付了部分车费！……#热门视频#别致大视野的微博视频,投诉
5079491619061978,Tue Sep 17 07:17:17 +0800 2024,我的昵称不记得了,深圳宝安国际机场，司机告知乘客网约车便宜她不愿意，出租车打表到地点后女子嫌贵辱骂司机，赖在车上不走！司机报警后，女子居然还要求辅警替她拿包……更为奇葩的是最后警察居然帮她支付了部分车费！【事情起因经过】我（出租车司机）在机场排队排了两三个小时，她上车给我看了地 ...全文,投诉
5042724988257345,Fri Jun 07 20:19:49 +0800 2024,探索莫斯科,探索莫斯科的空中门户：航班及机场指南最近您有计划来莫斯科旅游吗？夏天到了！现在是莫斯科最好的旅游季节。那么，如果你想来莫斯科旅游的话，我们建议选择乘坐飞机。莫斯科有三个主要的民用机场。今天，就带大家了解这些机场的细节，这将帮助您更顺利地开始探索之旅。谢列梅捷沃机场是俄罗斯最大 ...全文,咨询
5042117636784467,Thu Jun 06 04:06:25 +0800 2024,博阳徐哥,比亚迪的强大，远超你我的想象1、深圳能让富士康离开，因为比亚迪完美承接他的代工市场。2、开创了插电混动，2升多的油耗超越丰田。3、开创电动出租车，电动公交车，云轨。4、仰望的诞生，新品牌就能卖100多万，不要说普通人，就是很多企业家，也深感震撼。5、比亚迪品牌对标普通车企，方程豹对标 ...全文,其他
5040048330506746,Fri May 31 11:03:44 +0800 2024,谭斌去哪儿,#唐嫣入围白玉兰视后#你就说汪小姐有多出圈吧。法律专业的提到上海到深圳出租车算不算拒载，金融专业讲到利用汇率差 一夜翻盘。#白玉兰入围名单#,其他
5072596527743565,Thu Aug 29 06:38:39 +0800 2024,小短腿夏酱,我遇到过比较离谱的是有一天晚上我打车去深圳，佛山去深圳两个小时，本来是大单，但是因为很多电车没电不敢接这么远。但是有一个司机接了我的单子，是个新手。他接了我以后，把我拉到充电桩（还到处找了一通充电桩），充了半小时电，然后才出发……,投诉
5072320085362929,Wed Aug 28 12:20:10 +0800 2024,新浪热点,#手机支付已经进化到这种程度了#【新风尚！外国游客如何用一部手机畅游中国】今年3月以来，我国出台了一系列提升支付便利化举措。在深圳罗湖口岸，往来的境外旅客络绎不绝。巴基斯坦游客麦理正在学习如何使用移动支付。短短几分钟时间，在工作人员的帮助下，麦理就将境外银行卡绑定到了手机App上，并快 ...全文,正面反馈
5072236476629565,Wed Aug 28 06:47:56 +0800 2024,澎湃春秋,#出租车排队十几公里去机场接客#网友拍下的一幕：出租车排队十几公里去深圳机场接客。视频引发热议，不少网友表示，要是接个长途单，司机一定很高兴，所有的等待都值得。要是接个短途单，估计司机骂人的话都有了。#热门视频#澎湃春秋的微博视频,其他
5069718564114066,Wed Aug 21 08:02:39 +0800 2024,文史趣谈君,36年前，全世界都在等着看中国笑话时，张明敏让无数外国人闭嘴文史趣谈君的微博视频,其他
5069475114913058,Tue Aug 20 15:55:16 +0800 2024,晶报,#乘坐无人驾驶出租车是种什么体验#【对于无人驾驶出租车，你怎么看？】#深圳连打的都全自动了#无人驾驶出租车，你体验了吗？目前，自动驾驶汽车在部分城市已经开始运营。对于无人驾驶出租车，你怎么看？#29岁女子吃素半年吃出中重度脂肪肝#网页链接,其他
5068769202542376,Sun Aug 18 17:10:14 +0800 2024,王赟,已被宰！7月去香港的姐妹们真的听劝……香港和内地在生活习惯、约定俗成的风俗上有很多不同，如果这些信息不清楚在香港人生地不熟，很容易出现一个大崩溃🆘体验感也会大打折扣!1⃣去香港逛商场记得带件外套，不然真的会冷到你怀疑人生2⃣在香港，重量按磅算，一磅454克，也就是一斤16两~...全文,其他
5066954941925605,Tue Aug 13 17:01:00 +0800 2024,眉山论剑陈平,想叫年轻人按时结婚，先让他们按时下班#生育率##结婚率##催婚#眉山论剑陈平的微博视频,其他
5066601676669874,Mon Aug 12 17:37:15 +0800 2024,凯雷,深圳我来啦，出租车从机场到这里185元好贵来深圳一定坐地铁//@对月空樽:你被骗了这个不是最高//@毛毛哥哥:地铁11号线，8块到福田//@亚欧大陆繁荣花:深圳有全国最现代最便捷的公交系统//@微笑伯伯527:深圳欢迎你，凯总！凯雷的微博视频深圳,正面反馈
5066206224845873,Sun Aug 11 15:25:52 +0800 2024,欢乐冲浪指南,安？深圳已经有空中的士了#暑假冲浪计划#/#晒快乐挑战#,其他
5064491190461111,Tue Aug 06 21:50:56 +0800 2024,爱踩盘的他爸,从深圳机场打哈啰顺风车回家，车费47元，高速费13元，一共60元。如果打出租车，至少120元。大家不要觉得打顺风车不好意思，你不打，他就空车回来了。在大城市，打顺风车都是秒接单，跟滴滴差不多的，唯一区别是顺风车提前付款，平台扣10%，滴滴要扣29%。,建议
5063362167706146,Sat Aug 03 19:04:36 +0800 2024,o小怂包,网友：从红磡打了一个的士，准备坐车回深圳湾。 这老大爷的开车风格让人好惊吖！o小怂包的微博视频,投诉
5062676632049295,Thu Aug 01 21:40:32 +0800 2024,操奇制胜,吨级以上“空中出租车”实现跨长江首飞　这两家公司多地中标低空经济业务据媒体报道，8月1日，峰飞航空盛世龙eVTOL（电动垂直起降航空器）完成跨长江首飞，从位于南京市浦口区的南京市无人机基地起飞，飞越长江并沿江盘旋巡航后返回基地，航程25公里，往返飞行时长10分钟。这是峰飞航空首次实现吨级 ...全文,其他
5062251195407849,Wed Jul 31 17:30:00 +0800 2024,吴颖碎碎念,理想L9/问界M9/小鹏G9三车城区辅助驾驶挑战极限场景，这结果我是完全没想到。本期节目内容：- 城区辅助驾驶挑战“深圳华强北”- 城区辅助驾驶挑战“东莞小路”这一次没有规则就是最大的规则，能过就得一分，不能过不给分。这应该是我测试过这么多项目以来，惊险系数最高的一次。最后还是要备注 ...全文,其他
5059962648922068,Thu Jul 25 09:56:08 +0800 2024,新思财经,卢麒元:为什么中国的房价这么高？#新思财经#新思财经#人民金融#人民金融#校方通报高中生举报大学教师婚内出轨#新思财经的微博视频,其他
5059016793788515,Mon Jul 22 19:17:38 +0800 2024,牛哥说车,自动驾驶出了问题！宣传天花乱坠车企凭啥不担责任？牛哥说车的微博视频,投诉
